Date,Song ID,Song Name,Artist Name,Release Date,Genre,Stream Counts,Download Counts,Chart Positions,Social Media Mentions,Social Media Engagement,YouTube Views,Playlist Adds,Listener Age Group,Geographical Location,Listener Gender,Campaign Type,Spend,Reach,Engagement Rate
2025-01-08 03:17:39.105863,7,Love in the Time of Data,Soundwave Project,2024-05-02 03:17:39.105863,Ambient,19061,1729,92,958,47874,17063,202,35-44,Germany,Other,YouTube Ads,5911,134206,2.71
2024-06-18 03:17:39.105863,7,Echoes of Silence,Deep Bass Nine,2024-05-06 03:17:39.105863,Indie,18290,909,29,1371,47592,46731,499,18-24,Australia,Other,Facebook Ads,264,79176,4.27
2025-01-07 03:17:39.105863,8,Rhythm of the Code,Melodic Minds,2024-04-18 03:17:39.105863,Rock,7060,950,77,1475,90182,79361,824,45-54,Brazil,Male,Facebook Ads,5966,128762,1.37
2025-01-09 03:17:39.105863,8,Retrograde Motion,Soundwave Project,2024-05-04 03:17:39.105863,Electronic,26178,778,95,657,66961,22161,469,45-54,Australia,Female,Instagram Ads,2834,133621,0.36
2024-09-02 03:17:39.105863,10,Love in the Time of Data,Phantom Harmony,2024-05-05 03:17:39.105863,Rock,6076,416,35,207,72446,52802,199,18-24,UK,Female,Facebook Ads,5928,127808,0.39
2025-02-14 03:17:39.105863,3,Love in the Time of Data,Deep Bass Nine,2024-04-27 03:17:39.105863,Electronic,3282,1160,21,2171,86186,57599,766,25-34,USA,Other,Twitter Campaign,2771,61650,3.8
2023-07-14 03:17:39.105863,2,Bassline Rapture,Deep Bass Nine,2024-05-11 03:17:39.105863,Rock,14700,1864,13,1142,8548,65635,347,18-24,Brazil,Male,Facebook Ads,4919,126277,2.0
2024-11-02 03:17:39.105863,8,Echoes of Tomorrow,Future Sounds,2024-04-22 03:17:39.105863,Pop,21110,1872,94,1860,22576,76159,698,25-34,Australia,Female,YouTube Ads,5993,125295,2.05
2023-08-01 03:17:39.105863,10,Bassline Rapture,Future Sounds,2024-04-27 03:17:39.105863,Indie,21924,1811,9,2276,90817,4791,345,25-34,Brazil,Female,Twitter Campaign,6490,70990,1.37
2024-11-08 03:17:39.105863,1,Rhythm of the Code,Phantom Harmony,2024-04-22 03:17:39.105863,Rock,28997,1609,57,1744,49671,63275,816,35-44,Australia,Other,YouTube Ads,1413,50860,3.29
2024-07-30 03:17:39.105863,9,Nightfall Symphony,Future Sounds,2024-04-27 03:17:39.105863,Ambient,15701,803,52,2921,49749,89600,206,25-34,Germany,Male,Twitter Campaign,1502,68527,3.17
2023-11-06 03:17:39.105863,9,Digital Dreams,Deep Bass Nine,2024-04-22 03:17:39.105863,Pop,2489,898,74,885,56700,96141,872,18-24,Canada,Male,YouTube Ads,5686,117814,3.01
2023-06-11 03:17:39.105863,4,Daydreamer's Tune,Binary Beats,2024-05-09 03:17:39.105863,Rock,2127,824,6,2728,42032,62140,837,35-44,UK,Male,Facebook Ads,6541,60691,4.66
2025-01-12 03:17:39.105863,7,Harmonic Distortion,Phantom Harmony,2024-05-07 03:17:39.105863,Pop,28381,966,1,584,79521,90197,706,35-44,Canada,Other,Facebook Ads,6025,74194,1.43
2024-01-01 03:17:39.105863,8,Love in the Time of Data,Orchestra of Lights,2024-05-02 03:17:39.105863,Indie,15906,759,9,1896,57138,58884,959,25-34,Australia,Female,YouTube Ads,776,134193,3.73
2024-05-05 03:17:39.105863,4,Bassline Rapture,Vintage Beats,2024-04-26 03:17:39.105863,Rock,5252,1198,60,1591,11122,37735,728,25-34,USA,Female,Instagram Ads,750,174457,1.57
2024-03-14 03:17:39.105863,4,Nightfall Symphony,Binary Beats,2024-05-16 03:17:39.105863,Ambient,2598,1119,90,1579,28573,3967,695,25-34,Brazil,Male,Twitter Campaign,4797,90364,1.8
2023-06-04 03:17:39.105863,7,Daydreamer's Tune,Binary Beats,2024-04-29 03:17:39.105863,Pop,17455,806,60,1900,90542,9527,801,18-24,Germany,Male,Twitter Campaign,1060,180052,3.28
2025-05-04 03:17:39.105863,4,Daydreamer's Tune,Melodic Minds,2024-04-24 03:17:39.105863,Indie,18550,1157,83,2905,2847,8924,452,45-54,Brazil,Female,Twitter Campaign,1630,144902,2.91
2024-09-03 03:17:39.105863,9,Daydreamer's Tune,Vintage Beats,2024-05-04 03:17:39.105863,Pop,22717,1913,62,1137,44863,3911,454,35-44,Germany,Male,Twitter Campaign,396,155638,4.78
2023-10-23 03:17:39.105863,10,Echoes of Silence,Orchestra of Lights,2024-04-25 03:17:39.105863,Rock,8227,1956,25,837,72437,54050,214,18-24,Canada,Male,Twitter Campaign,2703,193243,0.18
2023-06-19 03:17:39.105863,2,Rhythm of the Code,Binary Beats,2024-05-07 03:17:39.105863,Pop,27308,1372,41,1401,10900,49377,815,18-24,Brazil,Male,Twitter Campaign,7070,154448,2.29
2024-07-21 03:17:39.105863,10,Nightfall Symphony,Phantom Harmony,2024-05-16 03:17:39.105863,Indie,28575,1643,22,859,14034,50404,629,25-34,Brazil,Female,Twitter Campaign,5376,98204,3.32
2023-06-05 03:17:39.105863,3,Bassline Rapture,Binary Beats,2024-04-18 03:17:39.105863,Indie,10397,1464,42,2770,5011,65316,281,18-24,Germany,Male,YouTube Ads,2486,199819,0.25
2023-07-20 03:17:39.105863,9,Retrograde Motion,Melodic Minds,2024-05-07 03:17:39.105863,Pop,29955,1052,97,77,40707,66745,471,35-44,Australia,Male,Instagram Ads,5020,136025,2.71
2024-01-20 03:17:39.105863,4,Digital Dreams,Phantom Harmony,2024-04-29 03:17:39.105863,Indie,15102,351,85,674,19008,94144,194,18-24,Canada,Female,Facebook Ads,7051,26413,2.64
2024-12-26 03:17:39.105863,10,Retrograde Motion,Soundwave Project,2024-05-09 03:17:39.105863,Electronic,23956,593,59,1239,56174,32299,784,35-44,Brazil,Other,Spotify Ads,5258,34753,0.29
2024-04-15 03:17:39.105863,10,Nightfall Symphony,Phantom Harmony,2024-05-05 03:17:39.105863,Rock,27336,1993,83,540,94880,28493,394,45-54,USA,Female,YouTube Ads,7418,162512,3.34
2023-10-05 03:17:39.105863,3,Bassline Rapture,Melodic Minds,2024-05-08 03:17:39.105863,Rock,18237,477,16,972,94950,18259,992,25-34,France,Female,Instagram Ads,6098,171182,2.07
2025-03-05 03:17:39.105863,1,Echoes of Silence,Melodic Minds,2024-05-09 03:17:39.105863,Electronic,22511,667,3,2681,12552,95783,515,25-34,UK,Female,Spotify Ads,7476,86066,1.94
2024-01-06 03:17:39.105863,10,Harmonic Distortion,Phantom Harmony,2024-05-11 03:17:39.105863,Electronic,25306,1659,67,2456,29188,6725,772,35-44,Australia,Other,Spotify Ads,2766,112291,2.04
2023-09-04 03:17:39.105863,3,Harmonic Distortion,Orchestra of Lights,2024-04-25 03:17:39.105863,Indie,17206,1682,12,404,65011,28734,398,25-34,Australia,Other,Instagram Ads,6526,102364,0.32
2025-05-12 03:17:39.105863,1,Bassline Rapture,Vintage Beats,2024-05-15 03:17:39.105863,Indie,20640,1844,66,256,91352,83680,459,18-24,USA,Other,Twitter Campaign,3073,86241,2.58
2023-06-17 03:17:39.105863,10,Retrograde Motion,Melodic Minds,2024-04-26 03:17:39.105863,Pop,16537,604,15,1288,75200,89145,230,45-54,Germany,Female,Instagram Ads,7406,147588,3.71
2023-05-29 03:17:39.105863,9,Bassline Rapture,Orchestra of Lights,2024-04-19 03:17:39.105863,Ambient,28294,1749,83,744,16083,22564,749,18-24,USA,Female,YouTube Ads,1908,89692,2.21
2025-02-23 03:17:39.105863,2,Retrograde Motion,Orchestra of Lights,2024-04-29 03:17:39.105863,Ambient,27906,788,99,2865,81928,57733,783,45-54,France,Other,YouTube Ads,1601,87771,1.63
2025-02-25 03:17:39.105863,6,Nightfall Symphony,Binary Beats,2024-05-12 03:17:39.105863,Electronic,4269,205,16,594,33451,83613,445,25-34,UK,Male,Instagram Ads,4301,184802,2.63
2024-05-25 03:17:39.105863,6,Love in the Time of Data,Future Sounds,2024-04-29 03:17:39.105863,Rock,11222,1003,56,1614,98556,85575,662,45-54,UK,Female,YouTube Ads,2176,157203,4.46
2024-01-12 03:17:39.105863,6,Harmonic Distortion,Soundwave Project,2024-05-13 03:17:39.105863,Ambient,17434,1910,49,497,84418,52486,721,35-44,France,Female,Spotify Ads,5739,40778,3.02
2023-07-30 03:17:39.105863,1,Rhythm of the Code,Melodic Minds,2024-04-25 03:17:39.105863,Ambient,18954,1193,16,323,89001,87384,558,18-24,Brazil,Female,Facebook Ads,7226,193397,2.76
2025-03-09 03:17:39.105863,1,Daydreamer's Tune,Vintage Beats,2024-05-12 03:17:39.105863,Ambient,14176,1099,31,1512,59868,37187,833,35-44,Australia,Male,Facebook Ads,5464,97973,2.52
2024-12-07 03:17:39.105863,8,Harmonic Distortion,Melodic Minds,2024-04-18 03:17:39.105863,Pop,27513,618,37,535,81736,61122,232,25-34,Australia,Male,YouTube Ads,1614,39824,0.16
2024-03-10 03:17:39.105863,2,Rhythm of the Code,Phantom Harmony,2024-04-30 03:17:39.105863,Pop,5346,1550,75,2802,99486,15071,981,45-54,Brazil,Other,YouTube Ads,860,82722,1.01
2023-08-06 03:17:39.105863,7,Echoes of Silence,Orchestra of Lights,2024-04-21 03:17:39.105863,Rock,28030,818,72,351,4913,83741,189,25-34,Canada,Other,YouTube Ads,4016,51945,2.69
2025-01-24 03:17:39.105863,10,Love in the Time of Data,Phantom Harmony,2024-05-15 03:17:39.105863,Indie,18271,967,61,191,51808,32175,658,25-34,Germany,Female,Spotify Ads,5010,147906,2.84
2024-04-11 03:17:39.105863,8,Bassline Rapture,Deep Bass Nine,2024-04-30 03:17:39.105863,Rock,15534,127,21,2155,60169,57030,708,25-34,Canada,Other,Twitter Campaign,4412,54989,2.17
2024-12-13 03:17:39.105863,3,Bassline Rapture,Phantom Harmony,2024-04-18 03:17:39.105863,Ambient,5375,1473,20,2793,82171,98929,647,45-54,USA,Female,Instagram Ads,6652,47938,0.43
2023-05-29 03:17:39.105863,8,Nightfall Symphony,Soundwave Project,2024-05-16 03:17:39.105863,Rock,24415,1244,15,303,54415,85413,755,18-24,UK,Other,YouTube Ads,2856,34551,1.56
2025-03-19 03:17:39.105863,5,Love in the Time of Data,Binary Beats,2024-05-04 03:17:39.105863,Electronic,3946,586,51,1827,31266,65008,138,18-24,USA,Female,Twitter Campaign,4300,71101,0.81
2025-01-12 03:17:39.105863,10,Nightfall Symphony,Deep Bass Nine,2024-05-03 03:17:39.105863,Rock,9476,1713,96,1446,8586,10543,182,18-24,Brazil,Female,Twitter Campaign,1581,73431,1.37
2025-02-11 03:17:39.105863,2,Harmonic Distortion,Vintage Beats,2024-04-19 03:17:39.105863,Ambient,9266,1441,61,638,50872,56875,525,25-34,Australia,Female,Facebook Ads,4447,40912,2.98
2024-08-10 03:17:39.105863,6,Echoes of Tomorrow,Binary Beats,2024-05-16 03:17:39.105863,Pop,9848,763,58,1769,22883,3388,403,45-54,France,Male,Twitter Campaign,3984,51104,2.01
2024-06-16 03:17:39.105863,5,Retrograde Motion,Orchestra of Lights,2024-04-18 03:17:39.105863,Ambient,11269,1683,7,1736,97086,91657,825,35-44,USA,Female,Facebook Ads,5994,32830,4.26
2024-11-17 03:17:39.105863,7,Digital Dreams,Future Sounds,2024-04-20 03:17:39.105863,Ambient,15922,1385,18,2630,1818,84055,537,45-54,USA,Male,YouTube Ads,4798,104055,4.32
2024-10-24 03:17:39.105863,5,Love in the Time of Data,Melodic Minds,2024-04-24 03:17:39.105863,Ambient,21657,1893,72,2285,85544,63304,177,45-54,USA,Male,YouTube Ads,5057,96245,4.86
2024-07-26 03:17:39.105863,8,Echoes of Tomorrow,Future Sounds,2024-05-16 03:17:39.105863,Pop,27643,1284,16,1489,37690,38630,332,35-44,Brazil,Female,Twitter Campaign,4018,26183,4.92
2024-06-20 03:17:39.105863,10,Harmonic Distortion,Phantom Harmony,2024-05-03 03:17:39.105863,Ambient,21364,1124,83,2706,52900,99850,615,35-44,USA,Female,YouTube Ads,1426,158931,2.51
2023-06-15 03:17:39.105863,5,Digital Dreams,Binary Beats,2024-05-12 03:17:39.105863,Rock,28996,1366,7,1866,45681,7677,391,18-24,Germany,Female,Instagram Ads,5733,44063,4.57
2024-12-23 03:17:39.105863,5,Nightfall Symphony,Soundwave Project,2024-04-28 03:17:39.105863,Rock,11931,1251,95,1535,7406,33500,667,18-24,UK,Other,Instagram Ads,5252,73973,2.65
2025-02-21 03:17:39.105863,7,Daydreamer's Tune,Orchestra of Lights,2024-05-02 03:17:39.105863,Electronic,29857,998,44,1967,81587,20866,326,25-34,Germany,Female,Instagram Ads,4748,174067,4.74
2024-05-19 03:17:39.105863,3,Love in the Time of Data,Phantom Harmony,2024-05-07 03:17:39.105863,Pop,5349,1675,79,1212,65977,16930,507,45-54,USA,Male,YouTube Ads,1061,31946,0.25
2024-11-26 03:17:39.105863,5,Digital Dreams,Soundwave Project,2024-04-24 03:17:39.105863,Indie,19943,1245,63,1502,87361,26570,921,45-54,Germany,Male,Facebook Ads,5916,40728,4.93
2024-05-11 03:17:39.105863,9,Bassline Rapture,Binary Beats,2024-04-30 03:17:39.105863,Indie,19156,1333,99,2947,27369,16479,991,45-54,UK,Other,Spotify Ads,6343,178794,3.9
2024-04-03 03:17:39.105863,4,Love in the Time of Data,Binary Beats,2024-05-14 03:17:39.105863,Pop,25339,332,46,159,72917,17753,157,45-54,USA,Male,YouTube Ads,3235,26753,4.4
2024-10-11 03:17:39.105863,1,Retrograde Motion,Phantom Harmony,2024-04-22 03:17:39.105863,Pop,24009,1679,91,1841,40536,40947,407,45-54,UK,Male,Instagram Ads,4427,46241,4.32
2024-05-24 03:17:39.105863,7,Retrograde Motion,Soundwave Project,2024-05-03 03:17:39.105863,Ambient,17123,1457,4,264,56364,35545,272,35-44,Brazil,Female,Twitter Campaign,1056,111225,1.4
2023-12-05 03:17:39.105863,1,Echoes of Tomorrow,Orchestra of Lights,2024-04-23 03:17:39.105863,Indie,4623,1904,91,204,94451,96550,281,25-34,Germany,Female,YouTube Ads,3245,169897,0.33
2023-05-20 03:17:39.105863,4,Harmonic Distortion,Binary Beats,2024-05-08 03:17:39.105863,Rock,20772,1737,55,2221,63766,25531,518,35-44,France,Female,Spotify Ads,402,194520,4.9
2023-08-25 03:17:39.105863,6,Echoes of Tomorrow,Binary Beats,2024-05-01 03:17:39.105863,Pop,11530,1471,65,1507,63561,61118,713,35-44,Canada,Other,Twitter Campaign,4885,170156,1.18
2024-09-12 03:17:39.105863,6,Bassline Rapture,Deep Bass Nine,2024-05-15 03:17:39.105863,Rock,6466,1746,38,1649,89996,49824,700,45-54,France,Other,Facebook Ads,3856,161116,2.59
2024-04-29 03:17:39.105863,9,Daydreamer's Tune,Phantom Harmony,2024-04-30 03:17:39.105863,Indie,17280,374,10,364,69827,56817,420,18-24,UK,Female,Spotify Ads,2836,87039,1.93
2024-08-26 03:17:39.105863,4,Daydreamer's Tune,Orchestra of Lights,2024-04-18 03:17:39.105863,Rock,13156,1069,69,1856,50649,80910,485,25-34,Australia,Other,Twitter Campaign,1125,55081,1.35
2023-11-20 03:17:39.105863,10,Echoes of Silence,Orchestra of Lights,2024-05-02 03:17:39.105863,Pop,13190,807,13,1593,79579,99084,434,45-54,Australia,Male,Facebook Ads,6790,103241,2.4
2025-03-18 03:17:39.105863,9,Bassline Rapture,Phantom Harmony,2024-05-06 03:17:39.105863,Ambient,11465,652,58,307,71759,7154,949,35-44,Germany,Male,Spotify Ads,4261,63384,1.27
2024-11-19 03:17:39.105863,2,Echoes of Silence,Binary Beats,2024-05-07 03:17:39.105863,Ambient,8144,1205,89,655,63769,90381,584,45-54,France,Female,Instagram Ads,1825,174255,1.99
2025-01-04 03:17:39.105863,5,Rhythm of the Code,Future Sounds,2024-05-03 03:17:39.105863,Rock,17799,1253,94,2375,48287,68538,440,18-24,France,Female,Spotify Ads,2398,47702,2.69
2023-05-21 03:17:39.105863,10,Echoes of Silence,Binary Beats,2024-04-27 03:17:39.105863,Electronic,4891,1168,45,2737,8100,38647,984,25-34,Australia,Female,Instagram Ads,6639,57648,0.14
2024-02-19 03:17:39.105863,8,Rhythm of the Code,Future Sounds,2024-04-27 03:17:39.105863,Indie,16251,257,58,450,83473,55923,467,18-24,UK,Female,Instagram Ads,4518,158441,0.1
2025-02-25 03:17:39.105863,10,Digital Dreams,Vintage Beats,2024-04-18 03:17:39.105863,Electronic,8474,223,68,2257,33480,96692,565,45-54,Australia,Other,Facebook Ads,7183,62139,2.77
2023-09-12 03:17:39.105863,2,Harmonic Distortion,Orchestra of Lights,2024-05-14 03:17:39.105863,Rock,5249,872,13,2775,44615,22112,933,18-24,Brazil,Other,YouTube Ads,3515,165888,3.5
2023-05-22 03:17:39.105863,4,Nightfall Symphony,Binary Beats,2024-04-20 03:17:39.105863,Ambient,27435,1590,3,1042,58065,41137,505,25-34,USA,Female,YouTube Ads,5076,125265,0.56
2024-12-02 03:17:39.105863,4,Retrograde Motion,Deep Bass Nine,2024-05-15 03:17:39.105863,Rock,27798,358,63,2150,17830,2160,368,25-34,Brazil,Female,Facebook Ads,6963,30931,1.44
2024-07-25 03:17:39.105863,1,Retrograde Motion,Melodic Minds,2024-05-14 03:17:39.105863,Ambient,27785,308,37,1254,85720,83820,621,35-44,Australia,Male,Facebook Ads,3724,118125,4.96
2023-07-30 03:17:39.105863,3,Nightfall Symphony,Binary Beats,2024-05-02 03:17:39.105863,Ambient,27044,882,92,1159,6137,50081,138,25-34,UK,Other,Facebook Ads,4864,60580,3.18
2023-10-25 03:17:39.105863,2,Digital Dreams,Future Sounds,2024-04-24 03:17:39.105863,Electronic,17500,1355,57,192,7642,16838,649,25-34,Germany,Other,YouTube Ads,1826,73609,2.02
2024-07-08 03:17:39.105863,8,Bassline Rapture,Phantom Harmony,2024-05-15 03:17:39.105863,Pop,17603,382,82,2917,52675,74151,882,18-24,UK,Male,Twitter Campaign,6281,80507,0.45
2024-11-06 03:17:39.105863,8,Echoes of Tomorrow,Phantom Harmony,2024-05-10 03:17:39.105863,Indie,26964,1221,72,388,7549,13337,834,45-54,UK,Other,Instagram Ads,376,73401,3.03
2025-05-17 03:17:39.105863,8,Retrograde Motion,Binary Beats,2024-04-30 03:17:39.105863,Indie,11130,1564,32,165,43769,10436,445,45-54,UK,Other,Twitter Campaign,768,135610,2.42
2024-02-11 03:17:39.105863,1,Retrograde Motion,Phantom Harmony,2024-05-02 03:17:39.105863,Ambient,18405,1024,66,1216,84708,52316,867,25-34,France,Female,YouTube Ads,6792,58593,2.38
2024-11-07 03:17:39.105863,3,Rhythm of the Code,Phantom Harmony,2024-04-18 03:17:39.105863,Pop,2783,576,70,2241,68118,4379,492,18-24,Germany,Other,Twitter Campaign,4386,43723,3.16
2024-05-26 03:17:39.105863,1,Nightfall Symphony,Phantom Harmony,2024-05-12 03:17:39.105863,Indie,15205,1736,48,2015,89370,19820,352,45-54,UK,Male,Instagram Ads,995,111952,4.51
2023-08-18 03:17:39.105863,2,Love in the Time of Data,Phantom Harmony,2024-05-08 03:17:39.105863,Ambient,8117,420,74,2927,44099,41670,726,25-34,UK,Female,Facebook Ads,917,146320,1.0
2025-02-17 03:17:39.105863,8,Retrograde Motion,Future Sounds,2024-05-14 03:17:39.105863,Ambient,28366,1689,15,2047,40534,35764,948,45-54,Germany,Female,YouTube Ads,6809,182625,1.23
2023-07-26 03:17:39.105863,6,Daydreamer's Tune,Melodic Minds,2024-05-03 03:17:39.105863,Ambient,28636,1131,32,519,90444,75635,111,35-44,USA,Other,Spotify Ads,3312,91217,4.42
2024-03-12 03:17:39.105863,5,Digital Dreams,Melodic Minds,2024-04-25 03:17:39.105863,Electronic,29253,272,19,441,92085,52824,980,35-44,USA,Other,Instagram Ads,7349,133834,1.72
2024-07-04 03:17:39.105863,9,Daydreamer's Tune,Orchestra of Lights,2024-05-16 03:17:39.105863,Rock,24570,1496,51,401,54348,91890,211,25-34,USA,Male,Spotify Ads,2740,170653,1.82
2024-08-02 03:17:39.105863,7,Rhythm of the Code,Binary Beats,2024-05-10 03:17:39.105863,Pop,3808,632,77,957,2969,66919,818,45-54,France,Female,YouTube Ads,6137,144835,3.15
2025-05-04 03:17:39.105863,8,Echoes of Silence,Binary Beats,2024-04-22 03:17:39.105863,Electronic,5232,466,77,1375,63474,38295,535,35-44,Germany,Male,Spotify Ads,3303,107207,1.05
2023-07-07 03:17:39.105863,1,Harmonic Distortion,Future Sounds,2024-05-02 03:17:39.105863,Electronic,21644,1350,12,1932,17156,51672,428,35-44,Canada,Male,Twitter Campaign,1170,163005,0.94
2024-04-12 03:17:39.105863,2,Echoes of Silence,Orchestra of Lights,2024-05-09 03:17:39.105863,Pop,23681,1021,5,2504,99870,14483,525,45-54,Australia,Other,Spotify Ads,4197,176418,2.81
2024-03-02 03:17:39.105863,2,Harmonic Distortion,Future Sounds,2024-05-13 03:17:39.105863,Electronic,9570,574,34,2525,46732,58206,811,18-24,USA,Other,YouTube Ads,1670,90919,3.71
2024-10-31 03:17:39.105863,7,Nightfall Symphony,Phantom Harmony,2024-05-07 03:17:39.105863,Rock,26147,486,41,1665,87945,13987,714,18-24,USA,Female,Twitter Campaign,376,97315,4.67
2024-03-25 03:17:39.105863,3,Echoes of Tomorrow,Phantom Harmony,2024-05-07 03:17:39.105863,Pop,14799,838,28,1351,5596,41426,142,35-44,Germany,Female,YouTube Ads,3585,72296,3.39
2024-04-04 03:17:39.105863,8,Echoes of Tomorrow,Orchestra of Lights,2024-05-16 03:17:39.105863,Ambient,20344,1276,60,983,46584,38554,230,18-24,France,Male,Twitter Campaign,6392,33625,3.74
2024-09-28 03:17:39.105863,10,Nightfall Symphony,Binary Beats,2024-04-23 03:17:39.105863,Rock,5989,1989,69,434,16686,91357,390,45-54,France,Other,Facebook Ads,3353,179525,2.61
2024-02-15 03:17:39.105863,8,Rhythm of the Code,Binary Beats,2024-04-23 03:17:39.105863,Ambient,19789,1944,16,861,7986,30559,653,45-54,UK,Male,Facebook Ads,462,134905,1.68
2024-05-15 03:17:39.105863,6,Retrograde Motion,Phantom Harmony,2024-04-29 03:17:39.105863,Pop,15825,513,11,267,93399,24733,400,35-44,Germany,Other,YouTube Ads,2412,113190,0.83
2024-12-16 03:17:39.105863,3,Echoes of Tomorrow,Phantom Harmony,2024-04-21 03:17:39.105863,Indie,19967,141,36,408,76378,27916,956,18-24,Brazil,Female,Facebook Ads,716,159269,0.3
2024-04-04 03:17:39.105863,9,Retrograde Motion,Phantom Harmony,2024-04-21 03:17:39.105863,Indie,22141,1744,66,2739,76958,35293,895,25-34,Canada,Female,Twitter Campaign,4975,103862,4.33
2023-07-22 03:17:39.105863,4,Echoes of Tomorrow,Melodic Minds,2024-04-21 03:17:39.105863,Electronic,18484,241,27,1991,65961,70218,685,18-24,UK,Female,Instagram Ads,3931,60178,1.4
2024-04-05 03:17:39.105863,2,Retrograde Motion,Future Sounds,2024-04-24 03:17:39.105863,Pop,16025,1429,53,1078,91316,24513,178,18-24,Germany,Male,Twitter Campaign,2912,28407,2.33
2025-03-20 03:17:39.105863,4,Rhythm of the Code,Melodic Minds,2024-05-14 03:17:39.105863,Indie,23390,1006,57,332,82737,54399,776,18-24,France,Other,Instagram Ads,4391,151694,2.94
2024-06-16 03:17:39.105863,2,Echoes of Silence,Phantom Harmony,2024-05-06 03:17:39.105863,Pop,12899,1319,73,2960,22586,84997,348,18-24,UK,Other,Spotify Ads,299,179299,1.49
2023-11-19 03:17:39.105863,3,Nightfall Symphony,Binary Beats,2024-04-27 03:17:39.105863,Indie,14905,159,67,2215,79757,74117,524,35-44,Canada,Male,Spotify Ads,1015,116746,1.9
2023-09-29 03:17:39.105863,3,Retrograde Motion,Deep Bass Nine,2024-05-04 03:17:39.105863,Indie,11348,466,81,2417,53614,33653,635,35-44,Germany,Female,YouTube Ads,4332,132267,0.87
2025-02-14 03:17:39.105863,8,Daydreamer's Tune,Melodic Minds,2024-04-23 03:17:39.105863,Pop,19286,1990,56,2891,41278,13231,417,25-34,USA,Other,Spotify Ads,4756,199517,4.89
2024-10-05 03:17:39.105863,10,Echoes of Tomorrow,Binary Beats,2024-05-14 03:17:39.105863,Pop,14429,1095,30,2954,9090,45120,542,45-54,USA,Male,Spotify Ads,2454,83954,3.47
2023-07-16 03:17:39.105863,5,Echoes of Tomorrow,Phantom Harmony,2024-04-24 03:17:39.105863,Pop,12074,1646,41,2019,83678,46521,641,35-44,Germany,Male,Spotify Ads,2389,179161,3.55
2025-04-06 03:17:39.105863,8,Bassline Rapture,Future Sounds,2024-05-07 03:17:39.105863,Pop,1270,448,81,2099,49481,19057,737,25-34,Brazil,Male,YouTube Ads,2837,161225,4.04
2024-09-11 03:17:39.105863,7,Echoes of Tomorrow,Vintage Beats,2024-05-09 03:17:39.105863,Electronic,14487,530,54,2713,65868,16111,496,45-54,Germany,Other,Facebook Ads,3520,120370,2.5
2024-03-07 03:17:39.105863,5,Digital Dreams,Deep Bass Nine,2024-04-25 03:17:39.105863,Rock,2316,1104,61,2922,33902,72759,401,35-44,France,Other,Twitter Campaign,4411,102962,0.29
2024-03-23 03:17:39.105863,10,Bassline Rapture,Deep Bass Nine,2024-05-13 03:17:39.105863,Pop,9805,936,28,302,55181,97696,255,18-24,UK,Female,Spotify Ads,1167,51625,4.78
2024-04-09 03:17:39.105863,8,Rhythm of the Code,Melodic Minds,2024-04-24 03:17:39.105863,Electronic,6466,1618,30,565,1632,99740,133,18-24,UK,Female,Spotify Ads,5706,40446,1.26
2024-12-21 03:17:39.105863,5,Nightfall Symphony,Melodic Minds,2024-05-05 03:17:39.105863,Pop,22277,795,57,379,19007,97711,473,18-24,France,Other,Instagram Ads,1109,125257,3.05
2025-02-01 03:17:39.105863,8,Retrograde Motion,Future Sounds,2024-05-15 03:17:39.105863,Ambient,1604,448,93,91,63320,46063,407,35-44,USA,Other,Instagram Ads,1668,105291,2.78
2024-09-02 03:17:39.105863,3,Echoes of Silence,Melodic Minds,2024-04-27 03:17:39.105863,Ambient,10809,1199,38,797,87964,78917,435,35-44,Germany,Female,Facebook Ads,6976,170416,4.45
2023-12-12 03:17:39.105863,2,Retrograde Motion,Phantom Harmony,2024-05-06 03:17:39.105863,Indie,16972,1203,81,2407,59578,97796,651,18-24,Germany,Female,Instagram Ads,5518,199166,1.4
2023-11-08 03:17:39.105863,8,Digital Dreams,Phantom Harmony,2024-05-13 03:17:39.105863,Rock,20710,1607,12,921,27003,12883,508,35-44,UK,Male,Twitter Campaign,4685,190543,4.56
2024-11-15 03:17:39.105863,2,Daydreamer's Tune,Deep Bass Nine,2024-05-03 03:17:39.105863,Ambient,10783,864,13,561,91375,94533,721,18-24,Australia,Female,Spotify Ads,5607,110923,4.34
2023-06-25 03:17:39.105863,9,Daydreamer's Tune,Melodic Minds,2024-04-21 03:17:39.105863,Electronic,11382,361,52,1407,21173,3290,649,25-34,Canada,Male,Instagram Ads,6598,108389,2.03
2024-01-26 03:17:39.105863,1,Bassline Rapture,Binary Beats,2024-05-03 03:17:39.105863,Electronic,26922,289,87,1836,93521,52134,686,45-54,France,Male,YouTube Ads,2535,176427,3.14
2023-07-14 03:17:39.105863,6,Daydreamer's Tune,Phantom Harmony,2024-05-07 03:17:39.105863,Rock,28096,1704,16,2359,87099,39787,827,18-24,Brazil,Female,Instagram Ads,2034,76108,0.37
2024-01-21 03:17:39.105863,10,Daydreamer's Tune,Binary Beats,2024-04-29 03:17:39.105863,Rock,25659,730,63,2956,35600,61759,483,35-44,UK,Male,Instagram Ads,3168,53278,2.65
2024-05-07 03:17:39.105863,2,Digital Dreams,Binary Beats,2024-04-27 03:17:39.105863,Electronic,8533,360,11,152,35270,13803,559,45-54,Brazil,Other,Twitter Campaign,7195,166232,4.43
